asset_file,path_id,obj_type,field_path,text
sharedassets0.assets,8777,MonoBehaviour,steps[2].responseOptions[0].text,That my weirdness might actually pay off so just be myself.
sharedassets0.assets,8777,MonoBehaviour,steps[2].responseOptions[1].text,Don't be afraid to take a chance but try not to scare her off.
sharedassets0.assets,8777,MonoBehaviour,steps[2].responseOptions[2].text,To quickly say something to her before she had a chance to get away.
sharedassets0.assets,8778,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"When you first met Jessie,····· how did I suggest you approach her?"
sharedassets0.assets,8778,MonoBehaviour,steps[2].responseOptions[0].text,The nice guy shit wasn't going to cut it so I had to be aggressive.
sharedassets0.assets,8778,MonoBehaviour,steps[2].responseOptions[0].secondaryText,The nice girl shit wasn't going to cut it so I had to be aggressive.
sharedassets0.assets,8778,MonoBehaviour,steps[2].responseOptions[1].text,Open up with something safe to try and get on her good side.
sharedassets0.assets,8778,MonoBehaviour,steps[2].responseOptions[2].text,To quickly say something to her before she had a chance to get away.
sharedassets0.assets,8779,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"When first meeting Beli,····· what was my advise to you?"
sharedassets0.assets,8779,MonoBehaviour,steps[2].responseOptions[0].text,To quickly say something to her before she had a chance to get away.
sharedassets0.assets,8779,MonoBehaviour,steps[2].responseOptions[1].text,Don't be afraid to take a chance but try not to scare her off.
sharedassets0.assets,8779,MonoBehaviour,steps[2].responseOptions[2].text,That my weirdness might actually pay off so just be myself.
sharedassets0.assets,8780,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What color was my hair when we first met?
sharedassets0.assets,8780,MonoBehaviour,steps[2].responseOptions[0].text,Brunette
sharedassets0.assets,8780,MonoBehaviour,steps[2].responseOptions[1].text,Blonde
sharedassets0.assets,8780,MonoBehaviour,steps[2].responseOptions[2].text,Black
sharedassets0.assets,8781,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"When we first met,····· what color dress was I wearing?"
sharedassets0.assets,8781,MonoBehaviour,steps[2].responseOptions[0].text,Red
sharedassets0.assets,8781,MonoBehaviour,steps[2].responseOptions[1].text,Black
sharedassets0.assets,8781,MonoBehaviour,steps[2].responseOptions[2].text,Pink
sharedassets0.assets,8782,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Do you remember what day it was when we first met?
sharedassets0.assets,8782,MonoBehaviour,steps[2].responseOptions[0].text,Sunday
sharedassets0.assets,8782,MonoBehaviour,steps[2].responseOptions[1].text,Saturday
sharedassets0.assets,8782,MonoBehaviour,steps[2].responseOptions[2].text,Friday
sharedassets0.assets,8783,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Where did we go so I could teach you about dating?
sharedassets0.assets,8783,MonoBehaviour,steps[2].responseOptions[0].text,Outdoor Lounge
sharedassets0.assets,8783,MonoBehaviour,steps[2].responseOptions[1].text,Vinnie's Restaurant
sharedassets0.assets,8783,MonoBehaviour,steps[2].responseOptions[2].text,Scenic Overlook
sharedassets0.assets,8784,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What type of token was your first ever token match?
sharedassets0.assets,8784,MonoBehaviour,steps[2].responseOptions[0].text,Romance Tokens
sharedassets0.assets,8784,MonoBehaviour,steps[2].responseOptions[1].text,Flirtation Tokens
sharedassets0.assets,8784,MonoBehaviour,steps[2].responseOptions[2].text,Sexuality Tokens
sharedassets0.assets,8785,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What was my advice to you when meeting Tiffany?
sharedassets0.assets,8785,MonoBehaviour,steps[2].responseOptions[0].text,Don't be afraid to take a chance but try not to scare her off.
sharedassets0.assets,8785,MonoBehaviour,steps[2].responseOptions[1].text,She's looking for a decent guy so try not to be an asshole.
sharedassets0.assets,8785,MonoBehaviour,steps[2].responseOptions[1].secondaryText,She's looking for a decent girl so try not to be an asshole.
sharedassets0.assets,8785,MonoBehaviour,steps[2].responseOptions[2].text,That my weirdness might actually pay off so just be myself.
sharedassets0.assets,8786,MonoBehaviour,steps[1].sceneLine.dialogLine.text,How did I suggest that you open the initial conversation with Aiko?
sharedassets0.assets,8786,MonoBehaviour,steps[2].responseOptions[0].text,Say something really stupid to try and cheer her up.
sharedassets0.assets,8786,MonoBehaviour,steps[2].responseOptions[1].text,Take charge and don't let any of her bullshit get to me.
sharedassets0.assets,8786,MonoBehaviour,steps[2].responseOptions[2].text,The nice guy shit wasn't going to cut it so I had to be aggressive.
sharedassets0.assets,8786,MonoBehaviour,steps[2].responseOptions[2].secondaryText,The nice girl shit wasn't going to cut it so I had to be aggressive.
sharedassets0.assets,8787,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Do you remember what I said about approaching Kyanna··· for the first time?
sharedassets0.assets,8787,MonoBehaviour,steps[2].responseOptions[0].text,She's looking for a decent guy so try not to be an asshole.
sharedassets0.assets,8787,MonoBehaviour,steps[2].responseOptions[0].secondaryText,She's looking for a decent girl so try not to be an asshole.
sharedassets0.assets,8787,MonoBehaviour,steps[2].responseOptions[1].text,Take charge and don't let any of her bullshit get to me.
sharedassets0.assets,8787,MonoBehaviour,steps[2].responseOptions[2].text,Open up with something safe to try and get on her good side.
sharedassets0.assets,8788,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What do you think is the most important trait to have in a girlfriend?
sharedassets0.assets,8788,MonoBehaviour,steps[2].responseOptions[0].text,An ambitious and independent woman; a real go-getter.
sharedassets0.assets,8788,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,Well you're in luck!····· I think that defines me fairly well!
sharedassets0.assets,8788,MonoBehaviour,steps[2].responseOptions[1].text,I just want somebody who will laugh at my stupid jokes.
sharedassets0.assets,8788,MonoBehaviour,steps[2].responseOptions[2].text,Exquisite oral sex abilities.
sharedassets0.assets,8789,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What's your personal definition of success?
sharedassets0.assets,8789,MonoBehaviour,steps[2].responseOptions[0].text,"Accomplishing the goals you set for yourself, whatever they might be."
sharedassets0.assets,8789,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,Wow!·········· It's like you took the words right out of my mouth.
sharedassets0.assets,8789,MonoBehaviour,steps[2].responseOptions[1].text,I don't know... I guess I'm still searching for that answer.
sharedassets0.assets,8789,MonoBehaviour,steps[2].responseOptions[2].text,"A big house, fancy cars, exotic trips... the best life has to offer."
sharedassets0.assets,8790,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"Tell me,····· what's the longest relationship you've ever had?"
sharedassets0.assets,8790,MonoBehaviour,steps[2].responseOptions[0].text,"Several years, it was pretty serious."
sharedassets0.assets,8790,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,That's good!·········· There aren't too many good men that show that kind of commitment anymore.
sharedassets0.assets,8790,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.secondaryText,That's good!·········· There aren't too many good women that show that kind of commitment anymore.
sharedassets0.assets,8790,MonoBehaviour,steps[2].responseOptions[1].text,My longest? Probably a year and some change.
sharedassets0.assets,8790,MonoBehaviour,steps[2].responseOptions[2].text,I'm lucky if I can keep it together for two weeks.
sharedassets0.assets,8791,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"What is it about me that made you approach me,··· really?"
sharedassets0.assets,8791,MonoBehaviour,steps[2].responseOptions[0].text,Probably that form fitting uniform of yours.
sharedassets0.assets,8791,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"I··· knew··· it!············· I can't blame you though,····· I do look good in the uniform."
sharedassets0.assets,8791,MonoBehaviour,steps[2].responseOptions[1].text,I thought you seemed like a really nice girl.
sharedassets0.assets,8791,MonoBehaviour,steps[2].responseOptions[2].text,"I've never been with a black girl before, so I wanna get that in."
sharedassets0.assets,8792,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What do you see yourself doing in ten or fifteen years?
sharedassets0.assets,8792,MonoBehaviour,steps[2].responseOptions[0].text,Still working my ass off to get what I want.
sharedassets0.assets,8792,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,That's what I like to hear!····· Where are people's ambitions these days?
sharedassets0.assets,8792,MonoBehaviour,steps[2].responseOptions[1].text,"Probably doing whatever I'm doing right now, except fatter."
sharedassets0.assets,8792,MonoBehaviour,steps[2].responseOptions[2].text,Who knows? Life is a mystery.
sharedassets0.assets,8793,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What's the first thing you think about when you wake up in the morning?
sharedassets0.assets,8793,MonoBehaviour,steps[2].responseOptions[0].text,How am I going to make the most out of this day?
sharedassets0.assets,8793,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,That's right!····· Few people understand the power of starting the day in the right frame of mind.
sharedassets0.assets,8793,MonoBehaviour,steps[2].responseOptions[1].text,I'm glad I don't have a job or anything to go to.
sharedassets0.assets,8793,MonoBehaviour,steps[2].responseOptions[2].text,What's on the menu for breakfast!
sharedassets0.assets,8794,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What does the perfect date look like to you?
sharedassets0.assets,8794,MonoBehaviour,steps[2].responseOptions[0].text,Something outdoorsy and adventurous; a new experience.
sharedassets0.assets,8794,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,Yes!····· That's exactly how I feel!····· If you're going to go out do something fun!
sharedassets0.assets,8794,MonoBehaviour,steps[2].responseOptions[1].text,You can't go wrong with the classic dinner and a movie.
sharedassets0.assets,8794,MonoBehaviour,steps[2].responseOptions[2].text,I like to invite the girl over for a glass of wine or two.
sharedassets0.assets,8795,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What's your greatest weakness?
sharedassets0.assets,8795,MonoBehaviour,steps[2].responseOptions[0].text,Weakness? I don't know the meaning of the word.
sharedassets0.assets,8795,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"*hahahaha*·····You're such a clown.····· But,··· a funny one."
sharedassets0.assets,8795,MonoBehaviour,steps[2].responseOptions[1].text,It's difficult for me to make an emotional connection with someone.
sharedassets0.assets,8795,MonoBehaviour,steps[2].responseOptions[2].text,I can get a little clingy when I really like somebody.
sharedassets0.assets,8796,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What motivates you to get up in the morning?
sharedassets0.assets,8796,MonoBehaviour,steps[2].responseOptions[0].text,The goals that I haven't achieved yet.
sharedassets0.assets,8796,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,You're just like me!····· My future plans is what keeps me going every day.
sharedassets0.assets,8796,MonoBehaviour,steps[2].responseOptions[1].text,The awful noise coming from my alarm clock.
sharedassets0.assets,8796,MonoBehaviour,steps[2].responseOptions[2].text,The idea of seeing your beautiful face once more.
sharedassets0.assets,8797,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What's your biggest goal in life?
sharedassets0.assets,8797,MonoBehaviour,steps[2].responseOptions[0].text,To discover new things to learn and explore.
sharedassets0.assets,8797,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Hmmm,····· that's a good answer!····· Can I steal that from you?"
sharedassets0.assets,8797,MonoBehaviour,steps[2].responseOptions[1].text,I don't have a specific goal. I'm just along for the ride.
sharedassets0.assets,8797,MonoBehaviour,steps[2].responseOptions[2].text,Well right now I'm trying to get laid a whole lot.
sharedassets0.assets,8798,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Do you enjoy drinking coffee?
sharedassets0.assets,8798,MonoBehaviour,steps[2].responseOptions[0].text,"You could say that, or you could say I'm a coffee addict."
sharedassets0.assets,8798,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"No,····· trust me,····· nobody is more addicted than this girl right here!"
sharedassets0.assets,8798,MonoBehaviour,steps[2].responseOptions[1].text,I like to brew a cup for myself every now and again.
sharedassets0.assets,8798,MonoBehaviour,steps[2].responseOptions[2].text,"No, all that caffeine is terrible for you."
sharedassets0.assets,8799,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Would you consider yourself an outdoorsy type?
sharedassets0.assets,8799,MonoBehaviour,steps[2].responseOptions[0].text,"Definitely, I can't stand being cooped up inside all day."
sharedassets0.assets,8799,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,I could not agree with you more!····· I need my sun and fresh air.
sharedassets0.assets,8799,MonoBehaviour,steps[2].responseOptions[1].text,When it's nice out. I can't handle the cold.
sharedassets0.assets,8799,MonoBehaviour,steps[2].responseOptions[2].text,Oh god no. I'm like a vampire; the sun burns my skin.
sharedassets0.assets,8800,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Are you good at sports?
sharedassets0.assets,8800,MonoBehaviour,steps[2].responseOptions[0].text,"I don't like to brag... but yeah, I'm pretty much the best of all time."
sharedassets0.assets,8800,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,*hahahaha*·····We'll have to see about that...····· I'm pretty good myself.
sharedassets0.assets,8800,MonoBehaviour,steps[2].responseOptions[1].text,"I'm alright. I give it my best, that's all you can do really."
sharedassets0.assets,8800,MonoBehaviour,steps[2].responseOptions[2].text,"I was always picked last in gym class, so you tell me."
sharedassets0.assets,8801,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What kind of books do you like to read?
sharedassets0.assets,8801,MonoBehaviour,steps[2].responseOptions[0].text,You can usually find me in the self help section.
sharedassets0.assets,8801,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,No way!····· You read self help too?····· I find those books so inspiring!
sharedassets0.assets,8801,MonoBehaviour,steps[2].responseOptions[1].text,I like fiction; especially those epic fantasy novels.
sharedassets0.assets,8801,MonoBehaviour,steps[2].responseOptions[2].text,I haven't picked up a book since I graduated high school.
sharedassets0.assets,8802,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"···What kinda aminal has more teeth,····· a kitty or a doggy?"
sharedassets0.assets,8802,MonoBehaviour,steps[2].responseOptions[0].text,Dogs have more teeth.
sharedassets0.assets,8802,MonoBehaviour,steps[2].responseOptions[1].text,Cats have more teeth.
sharedassets0.assets,8802,MonoBehaviour,steps[2].responseOptions[2].text,They have the same number of teeth.
sharedassets0.assets,8803,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···Uhhh...····· How long is a cat pregnant before it has a baby kitty?
sharedassets0.assets,8803,MonoBehaviour,steps[2].responseOptions[0].text,2 Months
sharedassets0.assets,8803,MonoBehaviour,steps[2].responseOptions[1].text,4 Months
sharedassets0.assets,8803,MonoBehaviour,steps[2].responseOptions[2].text,8 Months
sharedassets0.assets,8804,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···What does it mean when a kitty has her tail under her body?
sharedassets0.assets,8804,MonoBehaviour,steps[2].responseOptions[0].text,She's scared.
sharedassets0.assets,8804,MonoBehaviour,steps[2].responseOptions[1].text,She's angry.
sharedassets0.assets,8804,MonoBehaviour,steps[2].responseOptions[2].text,She's hungry.
sharedassets0.assets,8805,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···Do you know about how much of their lives cats spend grooming?··· Huh?
sharedassets0.assets,8805,MonoBehaviour,steps[2].responseOptions[0].text,30%
sharedassets0.assets,8805,MonoBehaviour,steps[2].responseOptions[1].text,20%
sharedassets0.assets,8805,MonoBehaviour,steps[2].responseOptions[2].text,10%
sharedassets0.assets,8806,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···What's another name for a female kitty?
sharedassets0.assets,8806,MonoBehaviour,steps[2].responseOptions[0].text,Molly
sharedassets0.assets,8806,MonoBehaviour,steps[2].responseOptions[1].text,Susie
sharedassets0.assets,8806,MonoBehaviour,steps[2].responseOptions[2].text,Abbie
sharedassets0.assets,8807,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···What's it mean when a cat is called feral?
sharedassets0.assets,8807,MonoBehaviour,steps[2].responseOptions[0].text,The cat is no longer domesticated.
sharedassets0.assets,8807,MonoBehaviour,steps[2].responseOptions[1].text,The cat can no longer produce offspring.
sharedassets0.assets,8807,MonoBehaviour,steps[2].responseOptions[2].text,The cat still has all of it's claws.
sharedassets0.assets,8808,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···Do you know how long indoor cats usually live for about?
sharedassets0.assets,8808,MonoBehaviour,steps[2].responseOptions[0].text,14-16 years
sharedassets0.assets,8808,MonoBehaviour,steps[2].responseOptions[1].text,20-22 years
sharedassets0.assets,8808,MonoBehaviour,steps[2].responseOptions[2].text,8-10 years
sharedassets0.assets,8809,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"···Ohh,··············· what was it?····· Mmmm...····· Oh!··· Oh!····· What's a group of cats called?"
sharedassets0.assets,8809,MonoBehaviour,steps[2].responseOptions[0].text,Clowder
sharedassets0.assets,8809,MonoBehaviour,steps[2].responseOptions[1].text,Streak
sharedassets0.assets,8809,MonoBehaviour,steps[2].responseOptions[2].text,Pack
sharedassets0.assets,8810,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···What's the scientifical name for a kitty?
sharedassets0.assets,8810,MonoBehaviour,steps[2].responseOptions[0].text,Felis Catus
sharedassets0.assets,8810,MonoBehaviour,steps[2].responseOptions[1].text,Domesticus Felonious
sharedassets0.assets,8810,MonoBehaviour,steps[2].responseOptions[2].text,Panthera pardus
sharedassets0.assets,8811,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···What's a kitty doing when it's trilling?
sharedassets0.assets,8811,MonoBehaviour,steps[2].responseOptions[0].text,Making purr-like vocal noises.
sharedassets0.assets,8811,MonoBehaviour,steps[2].responseOptions[1].text,Rapidly vibrating it's tail.
sharedassets0.assets,8811,MonoBehaviour,steps[2].responseOptions[2].text,Tearing up the carpet with it's claws.
sharedassets0.assets,8812,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···What do you call a group of tiny baby kittens?
sharedassets0.assets,8812,MonoBehaviour,steps[2].responseOptions[0].text,Kindle
sharedassets0.assets,8812,MonoBehaviour,steps[2].responseOptions[1].text,Kennel
sharedassets0.assets,8812,MonoBehaviour,steps[2].responseOptions[2].text,Kackle
sharedassets0.assets,8813,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···Which one of these is NOT a breed of cat?
sharedassets0.assets,8813,MonoBehaviour,steps[2].responseOptions[0].text,Tabby
sharedassets0.assets,8813,MonoBehaviour,steps[2].responseOptions[1].text,Bengal
sharedassets0.assets,8813,MonoBehaviour,steps[2].responseOptions[2].text,Manx
sharedassets0.assets,8814,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···Ummmm...········ How long does a cat spend sleeping in one day?
sharedassets0.assets,8814,MonoBehaviour,steps[2].responseOptions[0].text,14-16 hours
sharedassets0.assets,8814,MonoBehaviour,steps[2].responseOptions[1].text,10-12 hours
sharedassets0.assets,8814,MonoBehaviour,steps[2].responseOptions[2].text,6-8 hours
sharedassets0.assets,8815,MonoBehaviour,steps[1].sceneLine.dialogLine.text,···Do you know what kind of taste kitties don't have?
sharedassets0.assets,8815,MonoBehaviour,steps[2].responseOptions[0].text,Sweet
sharedassets0.assets,8815,MonoBehaviour,steps[2].responseOptions[1].text,Sour
sharedassets0.assets,8815,MonoBehaviour,steps[2].responseOptions[2].text,Bitter
sharedassets0.assets,8816,MonoBehaviour,steps[1].sceneLine.dialogLine.text,"What's more important to you,····· looks··· or personality?"
sharedassets0.assets,8816,MonoBehaviour,steps[2].responseOptions[0].text,Looks don't do much for me if you're a piece of shit inside.
sharedassets0.assets,8816,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Tell me about it.······· My friend Audrey is hot,····· but she's such a bitch."
sharedassets0.assets,8816,MonoBehaviour,steps[2].responseOptions[1].text,"I have to be attracted to my partner, otherwise it's not gonna work out."
sharedassets0.assets,8816,MonoBehaviour,steps[2].responseOptions[2].text,"I mean, a little bit of both would be nice."
sharedassets0.assets,8817,MonoBehaviour,steps[1].sceneLine.dialogLine.text,How long do you usually make a girl wait after getting her number?
sharedassets0.assets,8817,MonoBehaviour,steps[2].responseOptions[0].text,I'll call her that same day if I really like her.
sharedassets0.assets,8817,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,See····· that's how it should be done;········ instead of all this bullshit game playing.·····
sharedassets0.assets,8817,MonoBehaviour,steps[2].responseOptions[1].text,"You know, the standard two to three days."
sharedassets0.assets,8817,MonoBehaviour,steps[2].responseOptions[2].text,"About a week, I think it's good to make them sweat a little."
sharedassets0.assets,8818,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Do you believe in the paranormal?
sharedassets0.assets,8818,MonoBehaviour,steps[2].responseOptions[0].text,You never know. I don't think we can rule it out.
sharedassets0.assets,8818,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Yeah,····· right?····· Like,····· I've read some pretty interesting theories online about this stuff."
sharedassets0.assets,8818,MonoBehaviour,steps[2].responseOptions[1].text,Believe in it? I've actually seen a real ghost before.
sharedassets0.assets,8818,MonoBehaviour,steps[2].responseOptions[2].text,"You mean like ghosts? Nah, don't be silly."
sharedassets0.assets,8819,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Why did you initially come up and talk to me?
sharedassets0.assets,8819,MonoBehaviour,steps[2].responseOptions[0].text,I thought you looked really cute standing there all alone.
sharedassets0.assets,8819,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,Wow...·········· I don't think anybody has ever said that to me before.
sharedassets0.assets,8819,MonoBehaviour,steps[2].responseOptions[1].text,I just really liked your blue hair.
sharedassets0.assets,8819,MonoBehaviour,steps[2].responseOptions[2].text,Because you looked different from all the other girls.
sharedassets0.assets,8820,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Do you go to a lot of parties?
sharedassets0.assets,8820,MonoBehaviour,steps[2].responseOptions[0].text,I can't stand parties or the kind of people who go to them.
sharedassets0.assets,8820,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,Ditto.····· It's just an excuse to get drunk and act stupid.
sharedassets0.assets,8820,MonoBehaviour,steps[2].responseOptions[1].text,I go to pretty much every party I can get myself invited to.
sharedassets0.assets,8820,MonoBehaviour,steps[2].responseOptions[2].text,I only go when I know my close friends are going to be there.
sharedassets0.assets,8821,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Do you believe we're alone in the universe?
sharedassets0.assets,8821,MonoBehaviour,steps[2].responseOptions[0].text,"I don't know why, but I always get the feeling that we're not."
sharedassets0.assets,8821,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"You're not alone.····· I know it sounds crazy,····· but I've seen some straaaange shit at night."
sharedassets0.assets,8821,MonoBehaviour,steps[2].responseOptions[1].text,"The universe is a big place, but I'm not sure. I have my doubts."
sharedassets0.assets,8821,MonoBehaviour,steps[2].responseOptions[2].text,If aliens existed we would have found them already.
sharedassets0.assets,8822,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Would you consider yourself a liberal or a conservative person?
sharedassets0.assets,8822,MonoBehaviour,steps[2].responseOptions[0].text,I tend to swing to the liberal side of things.
sharedassets0.assets,8822,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Okay,····· good.····· That's the feeling I had,····· I just wanted to make sure."
sharedassets0.assets,8822,MonoBehaviour,steps[2].responseOptions[1].text,On most issues I feel pretty conservative.
sharedassets0.assets,8822,MonoBehaviour,steps[2].responseOptions[2].text,I think both of those viewpoints are a load of shit.
sharedassets0.assets,8823,MonoBehaviour,steps[1].sceneLine.dialogLine.text,How many kids do you plan on having?
sharedassets0.assets,8823,MonoBehaviour,steps[2].responseOptions[0].text,I should never be responsible for another human being.
sharedassets0.assets,8823,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Oh my god,····· you too?····· I can't even handle kids;····· they're so annoying."
sharedassets0.assets,8823,MonoBehaviour,steps[2].responseOptions[1].text,I think just one would give me enough trouble.
sharedassets0.assets,8823,MonoBehaviour,steps[2].responseOptions[2].text,Two or three. I wouldn't want them to grow up alone.
sharedassets0.assets,8824,MonoBehaviour,steps[1].sceneLine.dialogLine.text,How do you feel about people who drink coffee every day?
sharedassets0.assets,8824,MonoBehaviour,steps[2].responseOptions[0].text,"I think once in a while is fine but damn, everyday?"
sharedassets0.assets,8824,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,Right?·········· I've got these crackheads that come into the cafe every single day for their fix.
sharedassets0.assets,8824,MonoBehaviour,steps[2].responseOptions[1].text,Caffeine is poison. I gave that shit up a while ago.
sharedassets0.assets,8824,MonoBehaviour,steps[2].responseOptions[2].text,I am most definitely one of those people.
sharedassets0.assets,8825,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Do you think of yourself as an introvert or an extrovert?
sharedassets0.assets,8825,MonoBehaviour,steps[2].responseOptions[0].text,I'd much rather be at home by myself most nights.
sharedassets0.assets,8825,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Same here!····· My friends drag me out sometimes····· but it's like,··· ughh,··· fuck this."
sharedassets0.assets,8825,MonoBehaviour,steps[2].responseOptions[1].text,I enjoy being around other people; keeps me from getting bored.
sharedassets0.assets,8825,MonoBehaviour,steps[2].responseOptions[2].text,I have no idea what those words mean.
sharedassets0.assets,8826,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Are you generally an optimistic or pessimistic person?
sharedassets0.assets,8826,MonoBehaviour,steps[2].responseOptions[0].text,I don't know... I think I'm probably somewhere in the middle.
sharedassets0.assets,8826,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Yeah,····· that's probably a good thing.····· You can't be a grump all the time."
sharedassets0.assets,8826,MonoBehaviour,steps[2].responseOptions[1].text,"For my own sanity, I try to think positively."
sharedassets0.assets,8826,MonoBehaviour,steps[2].responseOptions[2].text,"Psssh, fuck this world and everybody in it."
sharedassets0.assets,8827,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Have you ever had·· like····· a serious relationship?
sharedassets0.assets,8827,MonoBehaviour,steps[2].responseOptions[0].text,I've never had any kind of relationship.
sharedassets0.assets,8827,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Wait,··· really?····· Like····· ever?········ Wooow,········ I thought I was the only one..."
sharedassets0.assets,8827,MonoBehaviour,steps[2].responseOptions[1].text,"No, mostly just messed around and stuff."
sharedassets0.assets,8827,MonoBehaviour,steps[2].responseOptions[2].text,"Yea, for sure. I thought it was pretty serious at least."
sharedassets0.assets,8828,MonoBehaviour,steps[1].sceneLine.dialogLine.text,What kind of games you play?
sharedassets0.assets,8828,MonoBehaviour,steps[2].responseOptions[0].text,I'm more of an old school gamer; nothing like the classics.
sharedassets0.assets,8828,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,Thank·· god.················· I was afraid you were another one of these····· FPS*eefpeeees* bros.··········
sharedassets0.assets,8828,MonoBehaviour,steps[2].responseOptions[1].text,I have all the latest consoles and games. You should see my sick setup.
sharedassets0.assets,8828,MonoBehaviour,steps[2].responseOptions[2].text,I'm not that into it. Sometimes I play those mobile games though.
sharedassets0.assets,8829,MonoBehaviour,steps[1].sceneLine.dialogLine.text,Is there anything in your past that you're too ashamed to tell anyone?
sharedassets0.assets,8829,MonoBehaviour,steps[2].responseOptions[0].text,Nope! I have nothing to hide from anybody.
sharedassets0.assets,8829,MonoBehaviour,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,That's good.····· People shouldn't keep secrets.····· How's it any different from lying?
sharedassets0.assets,8829,MonoBehaviour,steps[2].responseOptions[1].text,I don't think so... but there was that one thing...
sharedassets0.assets,8829,MonoBehaviour,steps[2].responseOptions[2].text,"Well everybody has something they're hiding, right?"
