key,path_id,field_path,type,orig,trans,orig_sha1
8380|steps[37].dialogLine.yuriDialogText,8380,steps[37].dialogLine.yuriDialogText,MonoBehaviour,"If I know anything about her,▸▸▸▸▸ it's that she's up to no good...","내가 걔에 대해 아는 게 있다면,▸▸▸▸▸ 분명 뭔가 수상한 짓 하고 있는 거야...",797f9e3093d8a291c7ff4e386ecc574fe336e2e6
8381|steps[2].dialogLine.dialogText,8381,steps[2].dialogLine.dialogText,MonoBehaviour,Ughh...▸▸▸▸▸ where did that server go?▸▸▸▸▸ I feel like I ordered that Mai Tai ages ago...,으으...▸▸▸▸▸ 그 서버는 어디 간 거지?▸▸▸▸▸ 아까 마이타이 주문한 지 엄청 오래된 거 같은데...,d73eeecddc6896989a91f028e4dcea9438972bf3
8381|steps[5].dialogLine.dialogText,8381,steps[5].dialogLine.dialogText,MonoBehaviour,"Pardon the interruption,▸▸▸▸▸ but I couldn't help overhearing you.▸▸▸▸▸▸▸▸▸▸▸▸ How long have you been waiting?","방해해서 미안해,▸▸▸▸▸ 근데 얘기하는 거 들려서.▸▸▸▸▸▸▸▸▸▸▸▸ 얼마나 기다린 거야?",603e25735f1403fc46f691b5d957c20943f64b44
8381|steps[6].stringValue,8381,steps[6].stringValue,MonoBehaviour,Brooke has been added to the HunieBee!,브룩이 허니비에 추가됨,e395b424223cd5787a0d39e7231e75fae4f33ee4
8381|steps[7].dialogLine.dialogText,8381,steps[7].dialogLine.dialogText,MonoBehaviour,"I'd say it's been at least,▸▸ what,▸▸ twenty minutes?","적어도,▸▸ 뭐랄까,▸▸ 한 20분은 된 거 같은데?",e37b7dfba8c8107adcb96ab5daa654b5f6c3d49e
8381|steps[8].dialogLine.dialogText,8381,steps[8].dialogLine.dialogText,MonoBehaviour,"[aaaahh]▸▸▸▸▸▸▸▸I apologize for the inconvenience.▸▸▸▸▸▸▸▸▸▸▸▸▸ We recently hired new waitstaff▸▸▸ and,▸▸▸▸▸▸▸▸▸▸▸▸▸ well,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ they're still learning...","[aaaahh]▸▸▸▸▸▸▸▸불편하게 해서 미안해.▸▸▸▸▸▸▸▸▸▸▸▸▸최근에 새로운 서버를 뽑았어▸▸▸그리고,▸▸▸▸▸▸▸▸▸▸▸▸▸저기,▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸아직 배우는 중이야...",01bcc2fe5e693648d128759ff864269e5f33747c
8381|steps[9].dialogLine.dialogText,8381,steps[9].dialogLine.dialogText,MonoBehaviour,I'll tell you what...▸▸▸▸▸ don't worry about paying for your next few drinks.▸▸▸▸▸ It's on the house.,이렇게 하자...▸▸▸▸▸ 다음에 마실 몇 잔은 계산하지 마.▸▸▸▸▸ 서비스할게.,b877509871370c440e682ddbf4c534747c00d9f2
8381|steps[10].dialogLine.dialogText,8381,steps[10].dialogLine.dialogText,MonoBehaviour,"Hey,▸▸▸▸▸▸▸▸▸▸ that works for me!▸▸▸▸▸▸▸▸▸▸ I'm not one to complain about free drinks.▸▸▸▸▸[hhmmhhmm]","오,▸▸▸▸▸▸▸▸▸▸ 완전 좋은데!▸▸▸▸▸▸▸▸▸▸ 공짜 술에 불만 있는 사람은 아니니까.▸▸▸▸▸[hhmmhhmm]",41e85e3d51a800b84518f2851e2f78a4ee38bbff
8381|steps[11].dialogLine.dialogText,8381,steps[11].dialogLine.dialogText,MonoBehaviour,I'm Jessie.▸▸▸▸▸▸▸▸ Do you▸▸▸▸▸ own the resort?,나는 제시야.▸▸▸▸▸▸▸▸ 혹시▸▸▸▸▸ 리조트 주인이야?,1f1494dc25670abd6b1d995da09d891e277455b6
8381|steps[12].dialogLine.dialogText,8381,steps[12].dialogLine.dialogText,MonoBehaviour,"Name's▸▸▸▸▸ Bro[o]oke.▸▸▸[kk]▸▸▸▸▸▸▸▸▸▸ Technically my husband owns it,▸▸▸▸▸ but, he's back home in the city with the kids.","이름은▸▸▸▸▸ 브로[o]오크.▸▸▸[kk]▸▸▸▸▸▸▸▸▸▸ 사실 남편 명의야,▸▸▸▸▸ 근데 애들이랑 도시 집에 있어서 내가 왔어.",ba2d5ebc626c2adbffa02e3eb6b82dc204363d96
8381|steps[13].dialogLine.dialogText,8381,steps[13].dialogLine.dialogText,MonoBehaviour,"So[o],▸▸▸ I came out here to...▸▸▸▸▸▸▸ keep an eye on things...","그래서[o],▸▸▸ 내가 여기 나와서...▸▸▸▸▸▸▸ 잘 보려고 있는 거야...",be1f92d2e9077a00ff43e291a5c944995f12d3eb
8381|steps[18].dialogLine.dialogText,8381,steps[18].dialogLine.dialogText,MonoBehaviour,"Boi-oi-oi-oing!▸▸▸▸▸[hh]▸▸ Is there anything better than a MILF?▸▸▸ Uhh,▸▸▸ yeah!▸▸▸ Two MILFs!▸▸▸","부이-오이-오잉!▸▸▸▸▸[hh]▸▸ MILF보다 더 좋은 게 있을까?▸▸▸ 어,▸▸▸ 있지!▸▸▸ 두 명의 MILF!▸▸▸",94302b50979cfecdd878ffabc90d4a200e777049
8381|steps[19].dialogLine.dialogText,8381,steps[19].dialogLine.dialogText,MonoBehaviour,"My▸▸ god...▸▸▸▸▸▸▸▸ between the two of 'em,▸▸▸ there's enough titty milk to end world hunger.","진짜▸▸ 대박이다...▸▸▸▸▸▸▸▸ 둘 사이에,▸▸▸ 젖이 세계 굶주림을 끝낼 만큼 있네.",89a0bef702653935b53193c7f4db6860e1c72977
8381|steps[20].dialogLine.dialogText,8381,steps[20].dialogLine.dialogText,MonoBehaviour,"Now I know what you're thinking...▸▸ ""b-[a]b-[a]but▸▸▸▸▸ Kyu...▸▸▸▸▸ she's▸▸▸ married!"".▸▸▸▸▸ Pfft!▸▸▸▸▸ SO[OO]!?▸▸▸","이제 네가 무슨 생각하는지 알아...▸▸ ""그, [a]그, [a]근데▸▸▸▸▸ 큐...▸▸▸▸▸ 걔▸▸▸ 결혼했잖아!"".▸▸▸▸▸ 푸흣!▸▸▸▸▸ 그래서[OO] 뭐▸▸▸?",8f9d359be8707180f30219c08cf4d2f9225bae02
8381|steps[21].dialogLine.dialogText,8381,steps[21].dialogLine.dialogText,MonoBehaviour,You already railed the blonde one's daughter so don't tell me you're developing a conscience now.,이미 금발 여자 딸이랑 해 놓고 지금 양심 찾는 척 하지 마라.,4786699915570a7c57b32b51f33031867d9b416f
8381|steps[24].dialogOptions[0].dialogOptionText,8381,steps[24].dialogOptions[0].dialogOptionText,MonoBehaviour,"Aren't you going to introduce me to your new friend, Jessie?","제시, 새 친구 소개 안 해줄 거야?",50bb16db31710f8ff619ba9cf6efdef5896bba0e
8381|steps[24].dialogOptions[1].dialogOptionText,8381,steps[24].dialogOptions[1].dialogOptionText,MonoBehaviour,Uhhh... can I have some free drinks too?,어... 나도 공짜로 술 좀 얻어마실 수 있어?,1534ffd9d0e7dca32fe0d8bf49a76e04fd72d91d
8381|steps[24].dialogOptions[2].dialogOptionText,8381,steps[24].dialogOptions[2].dialogOptionText,MonoBehaviour,Am I the only one with a sudden craving for milk?,나만 갑자기 우유 땡기냐?,a41e55e0dae3bbca3b98fd579f502b40c5ca12d0
8381|steps[25].dialogLine.dialogText,8381,steps[25].dialogLine.dialogText,MonoBehaviour,"Oh, right!▸▸▸▸▸ Where are my manners?▸▸▸▸▸ Brooke, this is...▸▸▸▸▸▸▸▸ a good friend of mine.","아, 맞다!▸▸▸▸▸ 내가 예의가 없었네?▸▸▸▸▸ 브룩, 여긴...▸▸▸▸▸▸▸▸ 내 친한 친구야.",cd44de31d25dfb67ea625803beba51f6c1128777
8381|steps[26].dialogLine.dialogText,8381,steps[26].dialogLine.dialogText,MonoBehaviour,"Why▸▸▸ hel▸lo▸▸▸▸▸ there,▸▸▸ pleased to meet you.▸▸▸▸▸ Are you enjoying your stay here at Love Lei?","오, 안▸▸▸녕▸하▸▸▸▸▸세요,▸▸▸ 만나서 반가워.▸▸▸▸▸ 여기 러브 레이에서 즐겁게 지내고 있어?",425fbbcaedb94f9d9b8098035301f25a3df5f80d
8381|steps[27].dialogOptions[0].dialogOptionText,8381,steps[27].dialogOptions[0].dialogOptionText,MonoBehaviour,"Yes, this is a lovely resort you have here.","응, 여기 리조트 진짜 좋아.",875f44670ec01ed773b49c7c1d6665f0c2108d78
8381|steps[27].dialogOptions[0].steps[0].dialogLine.dialogText,8381,steps[27].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,Won▸▸der▸▸ful!▸▸▸▸▸▸▸▸▸▸ I'm so glad to hear that.,와▸▸ 진▸▸짜 좋다!▸▸▸▸▸▸▸▸▸▸ 그렇게 말해줘서 너무 기뻐.,ba4d943f8bf8294e7e72adc7e6c94b50accc0ffb
8381|steps[27].dialogOptions[1].dialogOptionText,8381,steps[27].dialogOptions[1].dialogOptionText,MonoBehaviour,"Ehh, you know... s'okay.","음, 뭐... 그냥 그래.",8603fa3248b6ef577742982ac9d3044d0de136c6
8381|steps[27].dialogOptions[1].steps[0].dialogLine.dialogText,8381,steps[27].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,"Ughh...▸▸▸▸▸ ignore him,▸▸▸▸▸▸▸▸▸▸ we're having a wonderful time.","아휴...▸▸▸▸▸ 쟤는 무시해,▸▸▸▸▸▸▸▸▸▸ 우리 정말 재밌게 놀고 있어.",79ba6c50e5730bb7a219a6afd425f1e9b8da3c14
8381|steps[27].dialogOptions[1].steps[0].dialogLine.yuriDialogText,8381,steps[27].dialogOptions[1].steps[0].dialogLine.yuriDialogText,MonoBehaviour,"Ughh...▸▸▸▸▸ ignore her,▸▸▸▸▸▸▸▸▸▸ we're having a wonderful time.","아휴...▸▸▸▸▸ 쟤는 신경 쓰지 마,▸▸▸▸▸▸▸▸▸▸ 우리 진짜 재밌게 보내고 있어.",b1ed9dcfaf65d3fd4abf7f32da009d1f5cf6bedf
8381|steps[27].dialogOptions[2].dialogOptionText,8381,steps[27].dialogOptions[2].dialogOptionText,MonoBehaviour,I am now that you're here...,너 와서 지금이야 즐거워졌지...,a79c7ba077e20d867f1f9513ea66bf01258341ad
8381|steps[27].dialogOptions[2].steps[0].dialogLine.dialogText,8381,steps[27].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,Well▸▸ now...▸▸▸▸▸▸▸▸ is that the case?[ss],그래▸▸ 이제...▸▸▸▸▸▸▸▸ 진짜 그렇다는 거야?[ss],0207805f94fbe708ef800f66a40bc345d912921c
8381|steps[29].dialogLine.dialogText,8381,steps[29].dialogLine.dialogText,MonoBehaviour,Soo[oo]oo[hh]...▸▸▸▸▸▸▸ what's the situation here?▸▸▸▸▸▸▸▸▸▸ Are you two fucking each other?,수[oo]우[hh]...▸▸▸▸▸▸▸여기 상황이 어떻지?▸▸▸▸▸▸▸▸▸▸너희 둘 서로 떡치는 거야?,33c8874b07058ac99cab845ab2f72a4efc300b07
8381|steps[30].dialogLine.dialogText,8381,steps[30].dialogLine.dialogText,MonoBehaviour,[hahaha]▸▸[hhhh]▸▸Is it that obvious?,[hahaha]▸▸[hhhh]▸▸티나?,f30e989633302ae9e0b2de01e2a0077d202819a7
8381|steps[31].dialogLine.dialogText,8381,steps[31].dialogLine.dialogText,MonoBehaviour,I know a sugar baby when I see one.▸▸▸▸▸▸▸ He's a cute one too.▸▸▸▸▸▸▸▸▸ Good▸▸ for▸▸ you!,나도 딱 보면 슈가 베이비인 거 알지.▸▸▸▸▸▸▸ 얘도 귀엽네.▸▸▸▸▸▸▸▸▸ 잘 만났네▸▸ 너▸▸!,d12df0852b6db5472a19635f75646c6cb6da16ad
8381|steps[31].dialogLine.yuriDialogText,8381,steps[31].dialogLine.yuriDialogText,MonoBehaviour,I know a sugar baby when I see one.▸▸▸▸▸▸▸ She's a cute one too.▸▸▸▸▸▸▸▸▸ Good for▸▸ you!,나도 딱 보면 슈가 베이비인 거 알지.▸▸▸▸▸▸▸ 얘도 귀엽네.▸▸▸▸▸▸▸▸▸ 잘 만났네▸▸!,6120ab0de6e69051784713cf4e44dbcc36e28323
8381|steps[32].dialogLine.dialogText,8381,steps[32].dialogLine.dialogText,MonoBehaviour,"[mmhhmm]▸▸[hhhh]▸▸What can I say?▸▸▸▸▸▸▸▸▸▸ I know how to pick 'em.▸▸▸▸▸ Isn't that right, sugar baby?","[mmhhmm]▸▸[hhhh]▸▸뭐라고 해야 할까?▸▸▸▸▸▸▸▸▸▸ 나 애들 잘 골라.▸▸▸▸▸ 맞지, 슈가 베이비야?",4f8536b13c3e7c8523ae64f19082cd2998e5a272
8381|steps[33].dialogOptions[0].dialogOptionText,8381,steps[33].dialogOptions[0].dialogOptionText,MonoBehaviour,"No, it's not like that! I'm not a sugar baby.","아니야, 그런 거 아니야! 나 슈가 베이비 아니야.",9b1c82011acfed4e638f6b96a102816a87cb6bf2
8381|steps[33].dialogOptions[0].steps[0].dialogLine.dialogText,8381,steps[33].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"Aww[w]ww[hh],▸▸▸▸▸ isn't▸▸ that▸▸ cute?▸▸▸[tt]▸▸▸▸▸▸▸▸▸▸ Don't worry,▸▸▸▸▸ there's nothing to be embarrassed about.","아[w]으[hh],▸▸▸▸▸ 그거▸▸ 귀엽지 않아?▸▸ 걱정하지 마,▸▸▸[tt]▸▸▸▸▸▸▸▸▸▸ 부끄러워할 필요 없어.▸▸▸▸▸ there's nothing to be embarrassed about.",04ee6b86637c59175bdaa12afb82d9582562ac2f
8381|steps[33].dialogOptions[1].dialogOptionText,8381,steps[33].dialogOptions[1].dialogOptionText,MonoBehaviour,"Yes, mommy. Thank you again for taking me on vacation with you.","응, 엄마. 휴가 데려와줘서 또 고마워.",bd8ec6fdf9c4ee4accfc0e92cacde6f597bc0452
8381|steps[33].dialogOptions[1].steps[0].dialogLine.dialogText,8381,steps[33].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,[and]...and so well behaved too!▸▸▸▸▸▸▸▸▸▸ Lucky you!,[and]...그리고 정말 예의도 바르네!▸▸▸▸▸▸▸▸▸▸ 너 복터졌네!,9e839a0ad0a1b5861e72cf41dd62c4c6e050062d
8381|steps[33].dialogOptions[2].dialogOptionText,8381,steps[33].dialogOptions[2].dialogOptionText,MonoBehaviour,...you're behind on this month's payment.,...이번 달 결제도 밀렸네.,668a0db752650130ade916b565cf45e54002b4f5
8381|steps[33].dialogOptions[2].steps[0].dialogLine.dialogText,8381,steps[33].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,Ooo!▸▸[hh]▸▸▸▸▸ A▸▸ feisty▸▸ one▸▸ too!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ I▸▸ like▸▸ that...,오오!▸▸[hh]▸▸▸▸▸ 완전▸▸ 앙칼진▸▸ 애▸▸네!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ 나▸▸ 이런 거▸▸ 좋아...,4cea4f3e88af7ea9090e42e1878d896e4682c06f
8381|steps[34].dialogLine.dialogText,8381,steps[34].dialogLine.dialogText,MonoBehaviour,Just▸ between▸ us...▸▸▸▸▸▸▸▸▸▸ I'm no stranger to this little arrangement you have here.,그냥▸ 우리끼리만▸ 알자...▸▸▸▸▸▸▸▸▸▸ 나도 네가 여기서 하는 이거 모르는 거 아니야.,ccde0073c5389872936e8272fcdfafcc4149cdb6
8381|steps[35].dialogLine.dialogText,8381,steps[35].dialogLine.dialogText,MonoBehaviour,"As a matter of fact,▸▸▸▸▸▸▸ I even brought one of my little toys with me to the island.","사실은 말이지,▸▸▸▸▸▸▸ 내가 애지중지하는 장난감 하나도 섬에 가져왔어.",62a0940c4fdfa63fc48b8c579ee494178eff56c1
8381|steps[36].dialogLine.dialogText,8381,steps[36].dialogLine.dialogText,MonoBehaviour,"[hahaha]▸[hh]▸Oh my god,▸▸ that's so bad...▸▸▸▸▸ I love it.","[hahaha]▸[hh]▸헐, 대박이네,▸▸ 진짜 짜릿하다...▸▸▸▸▸ 나 너무 좋아.",c031fc72627589a23610c5b2edfd165c39dac7d6
8382|steps[0].dialogLine.dialogText,8382,steps[0].dialogLine.dialogText,MonoBehaviour,Jessie!▸▸▸▸▸ There you are!▸▸▸▸▸▸▸▸▸▸ Hey girl!▸▸▸▸▸ I was starting to wonder if we'd ever find each other!,"제시!▸▸▸▸▸ 여기 있었구나!▸▸▸▸▸▸▸▸▸▸ 야, 얘!▸▸▸▸▸ 우리 서로 찾을 수 있을지 궁금했었는데!",0f681dedf543a00969eba3035a4ae936b75de72c
8382|steps[1].dialogLine.dialogText,8382,steps[1].dialogLine.dialogText,MonoBehaviour,[aahh]▸▸My▸▸ sweet▸▸ Lola!▸▸▸▸▸▸▸▸▸▸ How you doing girlfriend?▸▸ I missed you!▸▸▸,[aahh]▸▸내▸▸ 귀염둥이▸▸ 롤라!▸▸▸▸▸▸▸▸▸▸ 잘 지냈어 여자친구?▸▸ 나 진짜 보고 싶었어!▸▸▸,2e3cedbaa346c75f2ccc8635d4de64ff09ecd3d8
8382|steps[2].dialogLine.dialogText,8382,steps[2].dialogLine.dialogText,MonoBehaviour,"Aww,▸▸▸▸▸ missed you too babe!▸▸▸▸▸▸▸▸▸▸ Sorry I've been so busy the past few months,▸▸▸▸▸ things have just been CRAZY lately.","아웅,▸▸▸▸▸ 나도 너 보고 싶었어!▸▸▸▸▸▸▸▸▸▸ 최근 몇 달 너무 바빠서 미안해,▸▸▸▸▸ 요즘 일도 좀 정신없었어.",4b4efe9455c3d9688266014c16dc6423da3de409
8382|steps[3].dialogLine.dialogText,8382,steps[3].dialogLine.dialogText,MonoBehaviour,But hey!▸▸▸▸▸ I promised you that raincheck and did your girl deliver or what?,근데 있잖아!▸▸▸▸▸ 내가 따로 연락 준다 했잖아. 이 언니 약속 잘 지켰지?,f91dc1bbfe84d7f28df2a4497fc15e791ba62085
8382|steps[4].dialogLine.dialogText,8382,steps[4].dialogLine.dialogText,MonoBehaviour,"I gotta admit it,▸ this vacation was one of your more brilliant ideas.▸▸▸▸▸▸▸▸▸▸ I REALLY needed it...",솔직히 말하면▸ 이번 휴가 진짜 네가 낸 아이디어 중 최고였어.▸▸▸▸▸▸▸▸▸▸ 나 완전 필요했어...,2d295ba88249818c51383b0ed43cb3bb08efbd5d
8382|steps[5].dialogLine.dialogText,8382,steps[5].dialogLine.dialogText,MonoBehaviour,Awwww...▸▸▸▸▸▸▸▸ are things between you and Tiffany still a little rocky?,아아...▸▸▸▸▸▸▸▸ 너랑 티파니 아직도 좀 서먹해?,98e707bf89bbaa1398650a2c5a42dd3ff9bcf703
8382|steps[6].dialogLine.dialogText,8382,steps[6].dialogLine.dialogText,MonoBehaviour,"[aaaa]▸▸▸▸▸Mmmhmm...▸▸▸▸▸▸▸▸▸▸ and on top of that,▸▸▸▸▸ now she has me blocked on social media too...",[aaaa]▸▸▸▸▸으응...▸▸▸▸▸▸▸▸▸▸ 게다가▸▸▸▸▸ 이제 나 SNS도 차단해버렸어...,c6ab2f0797a112f12856d23b322bcffbc3a30129
8382|steps[7].dialogLine.dialogText,8382,steps[7].dialogLine.dialogText,MonoBehaviour,"Aww,▸▸▸▸▸ don't worry angel face!▸▸▸▸▸ She'll come around! You'll see!","아, ▸▸▸▸▸ 걱정하지 마 천사야!▸▸▸▸▸ 걔 곧 괜찮아질 거야! 곧 볼 수 있을 거니까!",63f199d46f02ff0573566296096953659d204e8a
8382|steps[8].dialogLine.dialogText,8382,steps[8].dialogLine.dialogText,MonoBehaviour,For now...▸▸▸▸▸ just enjoy yourself girl!▸▸▸▸▸ We're on vacation!,일단은...▸▸▸▸▸ 너부터 제대로 즐겨!▸▸▸▸▸ 우리 지금 휴가잖아!,2d1558170492be5f33924b7cb56afaca19237d39
8383|steps[0].dialogLine.dialogText,8383,steps[0].dialogLine.dialogText,MonoBehaviour,"Sorry,▸▸▸▸▸ I don't mean to be rude,  but I simply HAVE to ask...▸▸▸▸▸ what in the WORLD are you wearing?","미안,▸▸▸▸▸ 무례하게 들릴 수도 있는데, 진짜 하나만 물어봐야겠어...▸▸▸▸▸ 도대체 뭘 입고 있는 거야?",3c2b60a68b64774c8c2c551eb0771da631a14278
8383|steps[1].dialogLine.dialogText,8383,steps[1].dialogLine.dialogText,MonoBehaviour,"I'm wearing...▸▸▸▸▸ clothes.▸▸▸▸▸▸▸▸▸▸ Most find the naked human body to be,▸▸▸ for some reason,▸▸▸▸▸ objectionable.","나...▸▸▸▸▸ 옷 입었어.▸▸▸▸▸▸▸▸▸▸ 대부분의 사람들은 알몸인 인간 몸을,▸▸▸ 이상하게도,▸▸▸▸▸ 불편하게 생각하더라.",5ef33bb06236bd46cd1be31500ea95db0973369b
8383|steps[2].dialogLine.dialogText,8383,steps[2].dialogLine.dialogText,MonoBehaviour,"No, no,▸▸▸ I mean,▸▸▸▸▸ how did you come up with this WILD style of yours?","아니, 아니,▸▸▸ 내 말은,▸▸▸▸▸ 이런 독특한 스타일은 어떻게 생각해낸 거야?",58157c338a380e1187211d44bcf24db63527e7ef
8383|steps[3].dialogLine.dialogText,8383,steps[3].dialogLine.dialogText,MonoBehaviour,Do you find my appearance...▸▸▸▸▸▸▸▸▸▸ disagreeable?,내 외모가...▸▸▸▸▸▸▸▸▸▸ 못마땅해?,37a3780cdc94cdd794204cee3d1994156dda90f7
8383|steps[4].dialogLine.dialogText,8383,steps[4].dialogLine.dialogText,MonoBehaviour,"Just the opposite, actually! The outfit, the hair, the shoes...▸▸▸▸▸ I LOVE this look!","전혀 그렇지 않아! 오히려 반대야! 옷도, 머리도, 신발도...▸▸▸▸▸ 나 이 스타일 완전 좋아!",a88f9ef01d7e07c1c45bf172e54d0799cd3db716
8383|steps[5].dialogLine.dialogText,8383,steps[5].dialogLine.dialogText,MonoBehaviour,You have GOT to tell me where you get your clothing and accessories from!,너 옷이랑 액세서리 어디서 사는지 꼭 알려줘야 해!,a63024f2100497515277a9f30ee849394d1d5806
8384|steps[0].dialogLine.dialogText,8384,steps[0].dialogLine.dialogText,MonoBehaviour,"Uhh,▸▸▸ excuse me!▸▸▸▸▸ H-▸▸hi,▸▸▸▸▸ umm, uhh,▸▸ sorry to bother you, but...▸▸ you're Misty Katz,▸▸▸▸▸ right!?","어,▸▸▸ 실례할게!▸▸▸▸▸ 아-▸▸안녕,▸▸▸▸▸ 저기, 어,▸▸ 방해해서 미안한데...▸▸ 너가 Misty Katz,▸▸▸▸▸ 맞지!?",4289902663af1e4731c9177f46ce71776ffd0128
8384|steps[1].dialogLine.dialogText,8384,steps[1].dialogLine.dialogText,MonoBehaviour,Guil▸▸ty!▸▸▸▸▸[hahahaha]▸▸[hhhh],으음▸▸핫!▸▸▸▸▸[hahahaha]▸▸[hhhh],64b997d5190041a79727863780aa61a18ecbc529
8384|steps[2].dialogLine.dialogText,8384,steps[2].dialogLine.dialogText,MonoBehaviour,REALLY!?▸▸▸▸▸ No!▸▸▸▸▸▸▸▸▸▸ I can't-▸▸▸▸▸ Oh my-▸▸▸▸▸ Wow!▸▸ I can't believe I'm meeting▸▸ THE Misty Katz!▸▸[hh],진짜!?▸▸▸▸▸ 말도 안돼!▸▸▸▸▸▸▸▸▸▸ 나 진짜...▸▸▸▸▸ 세상에▸▸▸▸▸ 와!▸▸ 내가 미스티 캣츠▸▸ 본다는 게 믿기지 않아!▸▸[hh],0d1769929de6b5a22b5fcb5ecc8a058829b27cd7
8384|steps[3].dialogLine.dialogText,8384,steps[3].dialogLine.dialogText,MonoBehaviour,I'm Abia!▸▸▸▸▸▸▸▸▸▸ I'm your biggest fan!▸▸▸▸▸▸▸▸▸▸ I've seen all your films at least a dozen times![hh],나 아비아야!▸▸▸▸▸▸▸▸▸▸ 나 진짜 너 팬 중에 제일 열성팬이야!▸▸▸▸▸▸▸▸▸▸ 너 영화는 최소 열두 번씩 다 봤어![hh],90e58ef36017f7f00e5e56cae6de365815b60622
8384|steps[4].dialogLine.dialogText,8384,steps[4].dialogLine.dialogText,MonoBehaviour,Awww!▸▸▸▸▸▸▸▸▸ Thank you sweetie.▸▸▸▸▸▸▸▸▸▸▸▸▸ I'm always happy to meet a fan of my work.▸▸▸▸▸▸▸▸ What's your favorite film?,"아아!▸▸▸▸▸▸▸▸▸ 고마워, 귀염둥이.▸▸▸▸▸▸▸▸▸▸▸▸▸ 내 작품 팬 만나는 거 항상 기뻐.▸▸▸▸▸▸▸▸ 제일 좋아하는 영화가 뭐야?",d3610cbd5dcca99c9efc690b2c38522aa8862396
8384|steps[5].dialogLine.dialogText,8384,steps[5].dialogLine.dialogText,MonoBehaviour,"My favorite?▸▸▸▸▸ Uhhh,[uhh]▸▸▸▸▸ well[heh],▸▸▸▸▸ lately I've been watching the one with you and Brandi Lux▸▸▸ a lot...","제일 좋아하는 거?▸▸▸▸▸ 어, 있잖아,[uhh]▸▸▸▸▸ 음[heh],▸▸▸▸▸ 요즘은 너랑 브랜디 럭스랑 같이 나온 그거▸▸▸ 자주 보고 있어...",a928b56ca797ce12a3de9eb872440d1ce1fde9ef
8384|steps[6].dialogLine.dialogText,8384,steps[6].dialogLine.dialogText,MonoBehaviour,"The way she...[hh]▸▸ well,▸▸▸ you know... goes down... there... on you. It's just...▸▸▸▸▸ it looks▸▸▸▸▸ so dreamy...[heh][heh]","그녀가 하는 방식이...[hh]▸▸ 있잖아,▸▸▸ 알지... 거기... 아래로 내려가는 거... 그게 그냥...▸▸▸▸▸ 그게 보여▸▸▸▸▸ 너무 몽환적으로 보여...[heh][heh]",a16dd9b1aa0432bea664affbf7f871d422700edb
8384|steps[7].dialogLine.dialogText,8384,steps[7].dialogLine.dialogText,MonoBehaviour,[aahhaa]▸▸▸I remember that one...▸▸▸[hh]▸▸▸ that was a fun shoot.▸▸▸▸▸ Brandi really knows how to work with her tongue.,[aahhaa]▸▸▸그거 기억나...▸▸▸[hh]▸▸▸ 촬영 진짜 재밌었어.▸▸▸▸▸ 브랜디는 정말 혀 쓰는 법 잘 알지.,08a57d4be589ea492bc84e19ebbb9dfad83e21d1
8384|steps[8].dialogLine.dialogText,8384,steps[8].dialogLine.dialogText,MonoBehaviour,"Yeeeeaahh...▸▸▸▸▸[hh]▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ Gahh!▸▸▸▸▸ Uhh,▸▸▸▸▸ sorry,▸▸▸▸▸ I got a little...▸▸▸▸▸ lost in thought.▸▸▸▸▸ I'm just-▸▸▸▸▸just so nervous!▸▸[ha][ha]▸▸[hhhh]","그래...▸▸▸▸▸[hh]▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸아!▸▸▸▸▸어,▸▸▸▸▸미안,▸▸▸▸▸나 좀...▸▸▸▸▸생각에 잠겼었어.▸▸▸▸▸나 그냥-▸▸▸▸▸너무 긴장돼서 그래!▸▸[ha][ha]▸▸[hhhh]",4c49f881da171efb8ee9edf81d4fc835d3a0a00a
8384|steps[9].dialogLine.dialogText,8384,steps[9].dialogLine.dialogText,MonoBehaviour,"There's nothing to be nervous about sweetie.▸▸▸ I don't bite...▸▸▸ well,▸▸▸▸▸ not unless you ask me to.▸▸[hhmmhhmm]","긴장할 거 하나도 없어, 귀염둥이.▸▸▸ 난 안 물어...▸▸▸ 물론, 네가 원한다면▸▸▸▸▸ 몰라도.▸▸[hhmmhhmm]",866a0de61a2282d974a9a6c7633759f7665aad42
