key,path_id,field_path,type,orig,trans,orig_sha1
8331|steps[0].dialogLine.dialogText,8331,steps[0].dialogLine.dialogText,MonoBehaviour,"[aaah]▸▸Yes, yes, yes!▸▸ YEEESS![s]▸▸▸▸▸▸▸ Oh,▸▸▸▸▸ sorry!▸▸▸▸▸[haha]▸▸[hh]","[aaah]▸▸그래, 그래, 그래!▸▸ 진짜 최고야![s]▸▸▸▸▸▸▸ 아,▸▸▸▸▸ 미안!▸▸▸▸▸[haha]▸▸[hh]",e57ee67194bd277f5d275c06f8860c1031b21cf5
8331|steps[1].dialogLine.dialogText,8331,steps[1].dialogLine.dialogText,MonoBehaviour,"I just found out▸▸ my deal with Devyne Cosmetics is official![hh]▸▸▸▸▸ Ughh[h],▸▸▸ fin▸▸al▸▸ly!▸▸▸[hh]▸▸▸ We've been in negotiations for months!","방금 알았는데▸▸ 드바인 코스메틱이랑 계약 공식으로 됐대![hh]▸▸▸▸▸ 아 진짜[h],▸▸▸ 드▸▸디▸▸어▸▸▸[hh]▸▸▸ 몇 달 동안 협상만 했거든!",b17e78f0364d83195011853036f5751f76e7e17d
8331|steps[2].dialogOptions[0].dialogOptionText,8331,steps[2].dialogOptions[0].dialogOptionText,MonoBehaviour,"Wow, that's amazing! Congratulations!","와, 진짜 대박이다! 축하해!",11a2917f3fba73e23cd2c407f91c6c8b36bd1017
8331|steps[2].dialogOptions[0].steps[0].dialogLine.dialogText,8331,steps[2].dialogOptions[0].steps[0].dialogLine.dialogText,MonoBehaviour,"Thank▸▸ you!▸▸▸ Thank you!▸▸▸[hh]▸▸▸ Oh, this is a DREAM come true for me.",고마워!▸▸ 진짜 고마워!▸▸▸▸▸▸[hh]▸▸▸ 이거 진짜 내 꿈이 이루어진 거야.,0f2e9398eedf727b1c55a6add0dc8a9143951b88
8331|steps[2].dialogOptions[1].dialogOptionText,8331,steps[2].dialogOptions[1].dialogOptionText,MonoBehaviour,What does that mean?,그게 무슨 뜻이야?,a57d36dd7547d0d01d63f5a0dca33743ac6b0190
8331|steps[2].dialogOptions[1].steps[0].dialogLine.dialogText,8331,steps[2].dialogOptions[1].steps[0].dialogLine.dialogText,MonoBehaviour,It means▸▸ I'm the happiest girl in the world is what it means![s],그게 무슨 뜻이냐면▸▸ 내가 세상에서 제일 행복한 여자라는 뜻이지![s],37556dda8c65a344b86605aea06d3376692582f0
8331|steps[2].dialogOptions[2].dialogOptionText,8331,steps[2].dialogOptions[2].dialogOptionText,MonoBehaviour,I take it that's a good thing?,좋은 소식인 거지?,42350a745278ed36c0cd39b54237407db7952ec3
8331|steps[2].dialogOptions[2].steps[0].dialogLine.dialogText,8331,steps[2].dialogOptions[2].steps[0].dialogLine.dialogText,MonoBehaviour,A▸▸ good▸▸ thing!?▸▸[hh]▸▸ It's a life-changin' opportunity!,좋은▸▸ 일이라고!?▸▸▸▸[hh]▸▸ 이건 인생이 바뀌는 기회야!,6a5a26f807d0c18c33ef7a3e61076cf5461b6823
8331|steps[3].dialogLine.dialogText,8331,steps[3].dialogLine.dialogText,MonoBehaviour,"I'm gonna have my very own pal▸▸ette!▸▸[hh]▸▸▸ Pol▸▸ly's▸▸▸▸▸ Pal▸▸ette!▸▸▸▸▸ Oh,▸▸▸▸▸ it's▸▸ gonna have my face on it and everything!","나만의 팔▸▸렛이 생기는 거야!▸▸[hh]▸▸▸ 폴▸▸리의▸▸▸▸▸ 팔▸▸렛!▸▸▸▸▸ 와,▸▸▸▸▸ 내 얼굴도 들어가고, 완전 내 거네!",5d716006a8f6aa4fc8ecfcc7238f64ee4a2d2c07
8331|steps[4].dialogLine.dialogText,8331,steps[4].dialogLine.dialogText,MonoBehaviour,"Oooohh,▸▸ I'm SO excited!▸▸▸[hhh]▸▸▸▸▸ Oh, Devyne is my favorite brand.▸▸▸▸▸▸▸▸ I've been a customer for over ten▸▸ years▸▸ now!","오오오,▸▸ 나 진짜 너무 신나!▸▸▸[hhh]▸▸▸▸▸ 데바인 완전 좋아해.▸▸▸▸▸▸▸▸ 나 10년 넘게 여기 단골이야!▸▸▸▸",f371b1cd529c6b41a0acb0e2524e20404a992ba7
8331|steps[5].dialogLine.dialogText,8331,steps[5].dialogLine.dialogText,MonoBehaviour,"What can I say?▸▸▸▸▸▸▸[hh]▸▸▸▸▸ When I like a particular brand, I STICK▸▸▸ with it.▸▸▸▸▸ Substitutions▸▸ just won't do!","뭐라 해야 하지?▸▸▸▸▸▸▸[hh]▸▸▸▸▸ 내가 한 브랜드에 꽂히면, 진짜 쭉 가는 편이거든.▸▸▸ 대체품 같은 건 절대 안 돼!▸▸▸▸▸▸▸",4c7689ee816c7c9170e7c3dfdd64c2a6359ca252
8334|steps[5].dialogLine.dialogText,8334,steps[5].dialogLine.dialogText,MonoBehaviour,[AAAA]Arrrgghh!▸▸▸▸▸▸▸▸▸▸ Who▸▸▸▸▸ DARES▸▸▸ to summon the Nymphojinn from our celestial slumber!?,[AAAA]아아악!▸▸▸▸▸▸▸▸▸▸ 누가 감히▸▸▸▸▸ 우리 님포진를 천상의 잠에서 깨우는 거야!?▸▸▸,1935bb9236ab08ed8f01b10697cf25368dae71b7
8334|steps[6].dialogLine.dialogText,8334,steps[6].dialogLine.dialogText,MonoBehaviour,"Hmmm...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ it would appear to be a mortal, Moxie.▸▸▸▸▸ A human male, in fact...","흠...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ 인간인 것 같은데, 막시.▸▸▸▸▸ 남자 인간이네...",2754ecbfbaae658c7fe4ec28040da2fb995932a5
8334|steps[6].dialogLine.yuriDialogText,8334,steps[6].dialogLine.yuriDialogText,MonoBehaviour,"Hmmm...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ it would appear to be a mortal, Moxie.▸▸▸▸▸ A human female, in fact...","흠...▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ 인간인 것 같은데, 막시.▸▸▸▸▸ 여자 인간이네...",54cb8171cb1e4b580f2548c22e4730cdb3ab7b97
8334|steps[7].dialogLine.dialogText,8334,steps[7].dialogLine.dialogText,MonoBehaviour,A HUMAN!?▸▸▸▸▸▸▸▸ What business does a human have disturbing us on the eve of our awakening!?,인간!?▸▸▸▸▸▸▸▸ 인간이 우리 각성의 전날에 감히 우리를 방해할 일이 뭐가 있다고!?,f33961a298ce3dacb3fa49cf1660f1907174cd5d
8334|steps[8].dialogLine.dialogText,8334,steps[8].dialogLine.dialogText,MonoBehaviour,I believe▸▸▸ he's summoned us here in an attempt▸▸ to...▸▸▸▸▸ date us...▸▸▸▸▸,내 생각엔▸▸▸ 쟤가 우리를 여기 소환한 건...▸▸ 우리랑...▸▸▸▸▸ 데이트하려고 그런 것 같아...▸▸▸▸▸,ae6870784c10291221ae1bcd8fd0182064cf15c5
8334|steps[8].dialogLine.yuriDialogText,8334,steps[8].dialogLine.yuriDialogText,MonoBehaviour,I▸▸▸▸▸ believe▸▸▸▸▸ she's summoned us here in an attempt▸▸ to...▸▸▸▸▸ date us...▸▸▸▸▸,내가 보기엔▸▸▸▸▸ 쟤가 우리를 여기 소환한 건...▸▸▸▸▸ 우리랑...▸▸ 데이트하려고 그런 것 같아...▸▸▸▸▸▸▸▸▸▸,7efe4b0e0ebfc7fa25f00c9757992a10e0137005
8334|steps[9].dialogLine.dialogText,8334,steps[9].dialogLine.dialogText,MonoBehaviour,[hahahahahahahahahahahahahahahahaha]▸▸▸▸▸You honestly believe▸▸ that YOU▸▸▸▸▸ have what it takes to date US!?,[hahahahahahahahahahahahahahahahaha]▸▸▸▸▸너 진심으로▸▸ 네가 우리랑 데이트할 자격이 있다고 생각하는 거야!?▸▸▸▸▸,4e9ca136d22f78b0612c15f88008d4db215af870
8334|steps[10].dialogLine.dialogText,8334,steps[10].dialogLine.dialogText,MonoBehaviour,No mortal is worthy of pussy THIS good!▸▸▸▸▸ You couldn't even CONCEIVE of the pleasure!,이렇게 끝내주는 보지를 인간 따위가 가질 자격은 없어!▸▸▸▸▸ 네가 상상도 못 할 쾌락이거든!,6a68a1259ecb9f5aab8ad43f9b941666bd41c5b6
8334|steps[15].dialogLine.dialogText,8334,steps[15].dialogLine.dialogText,MonoBehaviour,Aghh!▸▸▸▸▸▸▸▸▸▸ I can't get anywhere near these hoes!▸▸▸▸▸ Their bitch wall is too strong!,아악!▸▸▸▸▸▸▸▸▸▸ 이 년들 근처에도 못 가겠어!▸▸▸▸▸ 벽이 너무 단단해!,ddca6d199071647abc4645635b3cca6e12abd35e
8334|steps[16].dialogLine.dialogText,8334,steps[16].dialogLine.dialogText,MonoBehaviour,"Silence,▸ fairy!","조용히 해,▸ 요정!",5c2b88707a4ed52018a381dcdc235db4fe9afd35
8334|steps[17].dialogLine.dialogText,8334,steps[17].dialogLine.dialogText,MonoBehaviour,"Fuck you, hooker!","좆까, 창녀야!",570a3c300435d626b012bb0331348b055f5a51fe
8334|steps[18].dialogLine.dialogText,8334,steps[18].dialogLine.dialogText,MonoBehaviour,"Your insolence will not go unpunished, love fairy...▸▸▸▸▸ now, be gone with you!","네 건방짐은 그냥 넘어가지 않을 거야, 사랑의 요정...▸▸▸▸▸ 이제 꺼져라!",a93f840738c7f1468ee0793b939cb28ce7d87b17
8334|steps[19].dialogLine.dialogText,8334,steps[19].dialogLine.dialogText,MonoBehaviour,Sorry▸▸▸▸▸ man!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ You're on your own from here!,미안▸▸▸▸▸ 친구!▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ 이제부터는 네가 알아서 해야 해!,0971e03d1c83e29d49ea742d8a540fe6f40a9d0b
8334|steps[19].dialogLine.yuriDialogText,8334,steps[19].dialogLine.yuriDialogText,MonoBehaviour,Sorry▸▸ girlfriend!▸▸▸▸▸▸▸▸▸▸ You're on your own from here!,미안▸▸ 친구!▸▸▸▸▸▸▸▸▸▸ 이제부터는 네가 알아서 해야 해!,66c3a782f912c7188131d485bb4d671481767a30
8334|steps[20].dialogLine.dialogText,8334,steps[20].dialogLine.dialogText,MonoBehaviour,"Listen!▸▸▸▸▸▸▸▸▸▸ I know I give you a lot of shit...▸▸▸▸▸ but,▸▸▸▸▸ the truth is...",있잖아!▸▸▸▸▸▸▸▸▸▸ 내가 너한테 뭐라 많이 하긴 했는데...▸▸▸▸▸ 사실은...▸▸▸▸▸,467c1f0d104780f7e5f68705e16fe3220b0352bb
8334|steps[21].dialogLine.dialogText,8334,steps[21].dialogLine.dialogText,MonoBehaviour,I believe in you!▸▸▸▸▸ I know you can do this!▸▸▸▸▸ I've seen what you can do with my own two thighs!,난 널 믿어!▸▸▸▸▸ 너라면 할 수 있어!▸▸▸▸▸ 네가 뭘 할 수 있는지 내 허벅지로 똑똑히 봤거든!,93a0dcd423849d240cbffe257d2c8dd615ede89f
8334|steps[22].dialogLine.dialogText,8334,steps[22].dialogLine.dialogText,MonoBehaviour,Think of all the pussy you've crushed to get here!▸▸[hh]▸▸▸▸▸ Do it for them!▸▸[hh]▸▸▸▸▸ Do▸ it▸ for▸ the▸ pu[u]ss▸y[yy]!,여기까지 오느라 얼마나 많은 보지를 박살냈는지 생각해 봐!▸▸[hh]▸▸▸▸▸ 걔네를 위해서라도 해!▸▸[hh]▸▸▸▸▸ ▸▸▸▸ 보[u]▸지[yy]를 위해서!,c357c2933ea49f130e4ec20aa33384e512d6dafc
8334|steps[25].dialogLine.dialogText,8334,steps[25].dialogLine.dialogText,MonoBehaviour,So... this is Sky Garden's chosen hero... the savior sent by the love goddess herself...,그래서... 여기가 스카이 가든이 선택한 영웅이구나... 사랑의 여신이 직접 보낸 구세주라니...,e052fd279057d9794f211af22f38d41c40a0d2f5
8334|steps[26].dialogLine.dialogText,8334,steps[26].dialogLine.dialogText,MonoBehaviour,*evil laugh* Nearly ten thousand years... and THIS is the best Venus can do!?,*사악한 웃음* 거의 만 년이 지났는데... 비너스가 할 수 있는 게 이게 전부야!?,fbac9c94c45586bfdc20f170df7ab6670b0a3785
8334|steps[27].dialogLine.dialogText,8334,steps[27].dialogLine.dialogText,MonoBehaviour,Do you▸▸▸ have ANY▸▸▸▸▸ idea who you're attempting to woo!? You've NEVER▸▸ faced lust▸▸ like this before!▸▸▸,너▸▸▸ 내가 누구한테 작업 거는지 알기나 해?▸▸▸▸▸ 이런 욕망▸▸은 처음 겪어보는 거잖아!▸▸▸▸▸,5ed1155ed41c49528bb3f2ce65e86dad763cb873
8334|steps[28].dialogLine.dialogText,8334,steps[28].dialogLine.dialogText,MonoBehaviour,My pussy BURNS with a raging desire for a REAL man! Not this... beta male!,내 보지가 진짜 남자를 향한 불타는 욕망으로 타오르고 있어! 이런... 찌질이는 싫어!,23833ca8e5f1b4c14c989a712a8cfd249f0c474c
8334|steps[28].dialogLine.yuriDialogText,8334,steps[28].dialogLine.yuriDialogText,MonoBehaviour,My pussy BURNS with a raging desire for a REAL woman! Not this... beta female!,내 보지가 진짜 여자를 향한 불타는 욕망으로 타오르고 있어! 이런... 찌질이는 싫어!,0c2f57cc0f73587775f11f750ad22725eddc1467
8334|steps[29].dialogLine.dialogText,8334,steps[29].dialogLine.dialogText,MonoBehaviour,We shall make quick work of dismissing▸▸▸▸▸ this impotent fool... and plunge this world into darkness!,이 무력한 바보▸▸▸▸▸ 금방 처리해주고... 이 세상을 어둠에 빠뜨려주지!,2367c720a251590cdb712a9be6e5cb9ea2d45444
8334|steps[30].dialogLine.dialogText,8334,steps[30].dialogLine.dialogText,MonoBehaviour,"Jewn,▸▸▸▸▸ let's show this PATHETIC▸▸ human male what TRUE rejection feels like!▸▸▸▸▸","준,▸▸▸▸▸ 이 한심한 인간 남자한테 진짜 거절이 뭔지 보여주자!▸▸▸▸▸▸▸",e028f3000b43212b523c4bf4989a8d48926a2958
8334|steps[30].dialogLine.yuriDialogText,8334,steps[30].dialogLine.yuriDialogText,MonoBehaviour,"Jewn,▸▸▸▸▸ let's show this PATHETIC▸▸ human female what TRUE rejection feels like!▸▸▸▸▸","준,▸▸▸▸▸ 이 한심한 인간 여자한테 진짜 거절이 뭔지 보여주자!▸▸▸▸▸▸▸",805258572197854ad26a710962f5cfe5b7426d49
8334|steps[31].dialogLine.dialogText,8334,steps[31].dialogLine.dialogText,MonoBehaviour,"Yes...▸▸▸▸▸ you want us!?▸▸ You like what you see!?▸▸[hahahahahahahahahaha]▸▸▸▸▸ Well,▸▸▸▸▸ let's see how you like▸▸▸▸▸ THIS!▸▸▸▸▸","그래...▸▸▸▸▸ 우리 원해!?▸▸ 보고 마음에 들어!?▸▸[hahahahahahahahahaha]▸▸▸▸▸ 좋아,▸▸▸▸▸ 그럼 이건 어떨지 한번 보자!▸▸▸▸▸▸▸▸▸▸",d90d998264096973d9f57e5232b07a212d1b0ad1
8334|steps[33].dialogLine.dialogText,8334,steps[33].dialogLine.dialogText,MonoBehaviour,MIND CONTROL!!,정신 지배!!,5065ca1bf313987f35725d22fe257f72401e1f23
8334|steps[34].dialogLine.dialogText,8334,steps[34].dialogLine.dialogText,MonoBehaviour,MIND CONTROL!!,정신 지배!!,5065ca1bf313987f35725d22fe257f72401e1f23
8334|steps[42].dialogLine.dialogText,8334,steps[42].dialogLine.dialogText,MonoBehaviour,Hahahahahahahahahahahahahahaha!,하하하하하하하하하하하하하!,3e165922450532d13260836d58290661c459f0cd
8334|steps[43].dialogLine.dialogText,8334,steps[43].dialogLine.dialogText,MonoBehaviour,Hahahahahahahahahahahahahahaha!,하하하하하하하하하하하하하!,3e165922450532d13260836d58290661c459f0cd
8335|steps[13].dialogLine.dialogText,8335,steps[13].dialogLine.dialogText,MonoBehaviour,Hahahahahahahahahahahahahahaha!,하하하하하하하하하하하하하!,3e165922450532d13260836d58290661c459f0cd
8335|steps[14].dialogLine.dialogText,8335,steps[14].dialogLine.dialogText,MonoBehaviour,Hahahahahahahahahahahahahahaha!,하하하하하하하하하하하하하!,3e165922450532d13260836d58290661c459f0cd
8338|steps[1].dialogLine.dialogText,8338,steps[1].dialogLine.dialogText,MonoBehaviour,NOOOO[OOOO]!▸▸▸▸▸▸▸▸▸▸ This can't be happening![hh] My panties...▸▸▸▸▸ they're soaked!,안 돼에에[OOOO]!▸▸▸▸▸▸▸▸▸▸ 이럴 리가 없어![hh] 내 팬티가...▸▸▸▸▸ 완전 젖었잖아!,eb9c2dfbd481ec804df7a72d6510f0576c3a8545
8338|steps[2].dialogLine.dialogText,8338,steps[2].dialogLine.dialogText,MonoBehaviour,He'll never make us orgasm!▸▸▸▸▸ It's...▸▸▸▸▸ not possible!,쟤가 우리 절대 절정 못 느끼게 할 거야!▸▸▸▸▸ 이건...▸▸▸▸▸ 불가능해!,4b97881c0850c6e0879e78c65b271e1c5f4ab039
8338|steps[2].dialogLine.yuriDialogText,8338,steps[2].dialogLine.yuriDialogText,MonoBehaviour,She'll never make us orgasm!▸▸▸▸▸ It's...▸▸▸▸▸ not possible!,쟤가 우리 절대 절정 못 느끼게 할 거야!▸▸▸▸▸ 이건...▸▸▸▸▸ 불가능해!,a457d1fc7347a4ffe5bd1c4248d22e158f30a774
8348|steps[0].dialogLine.dialogText,8348,steps[0].dialogLine.dialogText,MonoBehaviour,"You know, Abia...▸▸▸▸▸▸▸▸ I don't think we ever QUITE finished that strip search...","있잖아, 아비아...▸▸▸▸▸▸▸▸ 우리 그 스트립 수색, 아직 제대로 끝내진 못한 것 같은데...",1fa1dda607dbaf5c8066353f21b9b59b5161cbbc
8348|steps[1].dialogLine.dialogText,8348,steps[1].dialogLine.dialogText,MonoBehaviour,Huh?▸▸▸▸▸ W-▸▸▸▸▸wha...▸▸▸▸▸ w-▸▸▸▸▸what do you mean?,응?▸▸▸▸▸ 뭐-▸▸▸▸▸뭐라고...▸▸▸▸▸ 그게 무슨 뜻이야?▸▸▸▸▸,b0e5613029a030c8df1bf0dbc494d4af90ddae18
8348|steps[2].dialogLine.dialogText,8348,steps[2].dialogLine.dialogText,MonoBehaviour,Mmmm...▸▸▸▸▸ I can think of a couple...▸▸▸▸▸ sensitive areas you haven't investigated yet.,음...▸▸▸▸▸ 아직 네가 안 만져본...▸▸▸▸▸ 민감한 곳 몇 군데가 생각나는데?,0d3e6f9632f6b6c777de4f94182966f6ae71c58e
8348|steps[3].dialogLine.dialogText,8348,steps[3].dialogLine.dialogText,MonoBehaviour,Unnnghh...[hhhh],으으으...[hhhh],c4edc774e7094dc3b4dd86e2809c374a14de7793
8349|steps[0].dialogLine.dialogText,8349,steps[0].dialogLine.dialogText,MonoBehaviour,"Aye...▸▸▸▸▸ soooo,▸▸▸▸▸▸▸▸ uhh, I guess I sorta like,▸▸ got a confession to make.▸▸▸▸▸ I▸▸ uhh...▸▸▸▸▸▸▸▸▸▸▸▸ I did take your jewelry.","에이...▸▸▸▸▸ 그래서,▸▸▸▸▸▸▸▸ 음, 사실 좀...▸▸ 고백할 게 있어.▸▸▸▸▸ 나▸▸ 음...▸▸▸▸▸▸▸▸▸▸▸▸ 네 보석 내가 가져갔어.",f6260a3fa92836f0aa4c16747f157495ab21c584
8349|steps[1].dialogLine.dialogText,8349,steps[1].dialogLine.dialogText,MonoBehaviour,"I'm sorry,▸▸ okay?▸▸▸▸▸ I know it's fucked up I just...▸▸▸▸▸▸▸▸ cash is tight,▸▸ ya know?","미안해,▸▸ 알겠지?▸▸▸▸▸ 나도 이게 잘못된 거 아는데...▸▸▸▸▸▸▸▸ 요즘 돈이 너무 없어서,▸▸ 알잖아?",53aaa9156b82548df3fa5e67eda48ac64fe2a270
8349|steps[2].dialogLine.dialogText,8349,steps[2].dialogLine.dialogText,MonoBehaviour,"My cousin,▸▸▸▸▸▸▸▸▸▸▸▸▸ she don't really make enough to support her kid▸▸▸▸▸ and like,▸▸▸▸▸ she ain't got nobody else to help her...","내 사촌이,▸▸▸▸▸▸▸▸▸▸▸▸▸ 애 키우기에도 돈이 부족하고▸▸▸▸▸ 그리고,▸▸▸▸▸ 도와줄 사람도 아무도 없어...",b315155b76d53b514e06aea75cf810008f037074
8349|steps[3].dialogLine.dialogText,8349,steps[3].dialogLine.dialogText,MonoBehaviour,Hmmmm...▸▸▸▸▸ you know what?▸▸▸▸▸ Keep it.,흠...▸▸▸▸▸ 있잖아?▸▸▸▸▸ 그냥 가져.,69918f78d4fbac78e4911302d7cbb8ac6f0afc1d
8349|steps[4].dialogLine.dialogText,8349,steps[4].dialogLine.dialogText,MonoBehaviour,"What?▸▸▸▸▸▸▸▸▸▸ No[o],▸▸▸▸▸ no[o],▸▸▸ it ain't right.▸▸ Here, you gotta take it back, please.","뭐?▸▸▸▸▸▸▸▸▸▸ 안 돼[o],▸▸▸▸▸ 진짜[o],▸▸▸ 이건 아니야.▸▸ 자, 다시 가져가, 제발.",7358811a4d400976f6b848a350d4ddea0ba46290
8349|steps[5].dialogLine.dialogText,8349,steps[5].dialogLine.dialogText,MonoBehaviour,"Really,▸▸▸ it's fine.▸▸▸▸▸▸▸▸▸▸ I've got plenty of jewelry.▸▸▸▸▸▸▸▸▸▸ It seems like you need it more than I do.","진짜로,▸▸▸ 괜찮아.▸▸▸▸▸▸▸▸▸▸ 나 보석 많아.▸▸▸▸▸▸▸▸▸▸ 너한테 더 필요해 보이거든.",b0023f3552e70890b8601b42a0dbc712d49aae4f
8349|steps[6].dialogLine.dialogText,8349,steps[6].dialogLine.dialogText,MonoBehaviour,"Yo[oo],▸▸▸▸▸▸▸▸▸▸ I don't know what to say...","야[oo],▸▸▸▸▸▸▸▸▸▸ 뭐라고 해야 할지 모르겠네...",5cf18b58834ce9ac67dde7bcca4b129f198d66f9
8349|steps[7].dialogLine.dialogText,8349,steps[7].dialogLine.dialogText,MonoBehaviour,Don't worry about it!▸▸▸▸▸▸▸▸▸▸ Besides...▸▸▸▸▸ I think there might be another way you can pay me back...,신경 쓰지 마!▸▸▸▸▸▸▸▸▸▸ 그리고...▸▸▸▸▸ 나한테 갚을 다른 방법이 있을지도 모르겠는데...,5ce86561d34fb063d23a001ee808f6e19464a4bf
8350|steps[0].dialogLine.dialogText,8350,steps[0].dialogLine.dialogText,MonoBehaviour,No▸▸ra!▸▸▸▸▸[hh]▸▸▸▸▸ Ya think maybe I could get a little hit for free?[hh]▸▸▸▸▸▸▸▸▸▸ Pretty please?[s],노▸▸라!▸▸▸▸▸[hh]▸▸▸▸▸ 혹시 공짜로 한 번만 줄 수 있어?[hh]▸▸▸▸▸▸▸▸▸▸ 제발 부탁이야?[s],77cd60a79890cb738d3950e7cf964ed6a45083d4
8350|steps[1].dialogLine.dialogText,8350,steps[1].dialogLine.dialogText,MonoBehaviour,"Candace,▸▸▸▸▸▸▸▸▸▸ you ever think about maybe cutting back a little?▸▸▸▸▸ You go pretty hard...","캔디스,▸▸▸▸▸▸▸▸▸▸ 혹시 좀 줄여볼 생각 안 해봤어?▸▸▸▸▸ 너 진짜 세게 하잖아...",646073a40da68551faba2058810ba3af5e9148fd
8350|steps[2].dialogLine.dialogText,8350,steps[2].dialogLine.dialogText,MonoBehaviour,"But,▸▸[hh]▸▸▸ it makes me feel all good inside![hh]","근데,▸▸[hh]▸▸▸ 이거 하면 속이 엄청 좋아지거든![hh]",2190c840c2e05a576d0e2735ab56116ae01ba254
8350|steps[3].dialogLine.dialogText,8350,steps[3].dialogLine.dialogText,MonoBehaviour,"Yeah,▸▸ but...▸▸▸▸▸▸▸▸▸▸ there's like other ways to feel good,▸▸ ya know?","맞아,▸▸ 근데...▸▸▸▸▸▸▸▸▸▸ 기분 좋아지는 방법이 또 있잖아,▸▸ 알지?",3d3b6be75b8bf9740fc6c633dea9bc1f5a595ef4
8350|steps[4].dialogLine.dialogText,8350,steps[4].dialogLine.dialogText,MonoBehaviour,There is!?▸▸[hh]▸▸▸▸▸▸▸▸ What's that?[hh],진짜!?▸▸[hh]▸▸▸▸▸▸▸▸ 그게 뭐야?[hh],963929a1d87d200e1aa230ce9d33261c10cac7c6
8350|steps[5].dialogLine.dialogText,8350,steps[5].dialogLine.dialogText,MonoBehaviour,"I don't know...▸▸▸▸▸▸▸▸▸▸ maybe we could like,▸▸ figure something out...",글쎄...▸▸▸▸▸▸▸▸▸▸ 우리 뭔가 방법을▸▸ 같이 찾아볼 수도 있지 않을까...,51b8593528356148f88eb7eda1b95835d93a2b93
8351|steps[0].dialogLine.dialogText,8351,steps[0].dialogLine.dialogText,MonoBehaviour,That▸▸ was▸▸ so▸▸ much▸▸ fun![h]▸▸▸▸▸▸▸▸▸▸ What do you think?▸▸▸▸▸ Do we have enough usable footage?,아▸▸ 진짜▸▸ 너무▸▸ 재밌었어!▸▸[h]▸▸▸▸▸▸▸▸▸▸ 어떻게 생각해?▸▸▸▸▸ 쓸만한 영상은 충분히 찍었지?,34a23b4637b5fcb43235bbebd1dd1f4ff5493447
8351|steps[1].dialogLine.dialogText,8351,steps[1].dialogLine.dialogText,MonoBehaviour,"Oh yeah,▸▸▸▸▸▸▸▸ without a doubt!▸▸▸▸▸▸▸▸▸▸▸▸ I'll send the footage over to your editor by the end of the week.","아 그럼,▸▸▸▸▸▸▸▸ 당연하지!▸▸▸▸▸▸▸▸▸▸▸▸ 이번 주 안에 영상 편집자한테 보낼게.",edbd10c6ecf732e9a9e927e96adc58ae28389ac1
8351|steps[2].dialogLine.dialogText,8351,steps[2].dialogLine.dialogText,MonoBehaviour,Per▸▸▸fect![h]▸▸▸▸▸[hhh]▸▸▸▸ I'll let you know when we schedule the video to go live.,완▸▸▸벽해![h]▸▸▸▸▸[hhh]▸▸▸▸ 영상 언제 올릴지 정해지면 알려줄게.,1421bc8911421d873def028419621d6758c42c7d
8351|steps[3].dialogLine.dialogText,8351,steps[3].dialogLine.dialogText,MonoBehaviour,Sounds good to me!,"좋아, 나도 괜찮아!",fd6a4f55632cfe2e18867872c9c223945addf8cb
8351|steps[4].dialogLine.dialogText,8351,steps[4].dialogLine.dialogText,MonoBehaviour,"...and▸▸▸▸▸ uhhh,▸▸▸▸▸▸▸▸▸▸ hey,▸▸▸▸[hh]▸▸▸▸▸▸ if you're interested,▸▸▸▸▸ maybe there's something else we can collaborate on too...","...그리고▸▸▸▸▸ 음,▸▸▸▸▸▸▸▸▸▸ 저기,▸▸▸▸[hh]▸▸▸▸▸▸ 혹시 관심 있으면,▸▸▸▸▸ 우리 같이 할 수 있는 다른 것도 있을지도 몰라...",02ef1aa68081ffde28f3f3ecd34fd3178386bcca
8351|steps[5].dialogLine.dialogText,8351,steps[5].dialogLine.dialogText,MonoBehaviour,Re[e]al▸ly▸▸ no[o]w[w]?▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ What ever do you have in mind?[h],진[e]짜▸야▸▸?[o][w]?▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸▸ 무슨 생각하고 있는데?[h],f7210749055243be455755d9212fd7d30d14caec
8352|steps[0].dialogLine.dialogText,8352,steps[0].dialogLine.dialogText,MonoBehaviour,"A[A]sh,▸▸▸▸▸ we're not like...▸▸ blood relatives,▸▸ right?▸▸[h]","[A]어,▸▸▸▸▸ 우리 막...▸▸ 피가 이어진 가족은 아니잖아,▸▸ 맞지?▸▸[h]",927cb5ad9f1cc5e1cc70938aa0259230a8a422eb
8352|steps[1].dialogLine.dialogText,8352,steps[1].dialogLine.dialogText,MonoBehaviour,"Nah,▸▸▸▸▸▸▸▸▸▸ we're related by marriage.▸▸▸▸▸▸▸▸▸▸ I thought you already knew that...","아니,▸▸▸▸▸▸▸▸▸▸ 우리 결혼으로 얽힌 사이야.▸▸▸▸▸▸▸▸▸▸ 너 이미 알고 있는 줄 알았는데...",86502c9b6a2ac6fc7354458a3379fda2b56352c0
